,content,sentiment
30454,"And, I'm accumulating money again, so I can use a fancy finance app. Thinking of getting another CD or an IRA.  saving for a house. crazy!",happiness
30693,i had the best day ever! i missed him. more tomorrow too,sadness
39044,@ddlovato http://twitpic.com/4vuuy - That's so cool.,love
5935,@hellorachael yep,empty
34475,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,love
14253,@callmaggie After I water the plants I am headed to the farm. Don't have any popcorn for the goats   Katnip is looking good under saddle,worry
20898,@nicobyrne we miss you in SE Asia. Come visit us when you have time.,worry
35354,I'm Still Celebrating My Bday Even Though It Was Friday,happiness
21709,"Hunger settled, now, tis sleepytime",neutral
31644,@caroldee77 haha I know.  Sorry about all the typos in that last tweet...blehhh.  ps - Because I Said So is sucha cute movie..  awww,surprise
7495,"waiting for aaron to get into town, and then leave him for work. booo",sadness
9674,Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,hate
38660,"He hated my writing, so I made him my academic adviser.",surprise
21248,"@mitchschroeder Omedetou!! That's truly exciting, but expected, news! Decisions decisions  Please let me know as soon as you 'know'?",worry
12161,Migraine is fighting its way back from last night.,neutral
18604,damn...plans were canceled.....another friday night at home,sadness
22929,In London! Off to do the tourist thing!,happiness
26674,@afiaa_afaya who??  the_handsome_blue_beast?? hhihihuahauu,happiness
11627,Off to the porn store. I forgot to put Dave in my iPod.  Fail.,sadness
8172,@Mezzie1221 you are a slow answerer!,hate
607,@NothinButSin sorry to hear that.,sadness
1003,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,happiness
37957,"i'm awake, too early for my liking on a sunday...but i'm looking at my pictures  last night was bloody awesome, there are no words...",love
29875,"just got back from hangin with the bestie at the pool, soo nice",fun
17880,@Kristen_Oyler Poor little woman with her smushed in head,worry
2776,Leaving in 25 mins to go to Latin revision class,worry
4477,Woke up to the sound of my neighbor getting a new roof,surprise
4634,"gonna be in bed soon as Friday's over soon,   would like to plug in!!",neutral
26444,@ddlovato check out my twitpic telling people to buy your album!  http://www.twitpic.com/4jhn7,neutral
18164,For those of you heading out of vancity I've heard the hwy is closed east bound at cwack,surprise
16032,I miss talkin turkey.  I REALLY MISS TALKIN TURKEY.,sadness
32113,@_writersblock_  I'm having a bev by myself too. Sometimes you just have those kind of days and you need to relax,sadness
210,@bobbyedner i missed the game,love
32564,I do amazing at beer pong with my brother,worry
17034,NEED A JOB ASAP...JUST GOT LAID OFF AND IT SUCKS,worry
37903,I WANT RED CRUISERS!!  i don't like the other ones. LMFAO!,fun
32882,@hokutokonishi which means you're just going to have to come back to vancouver and have it our way! hahah,fun
18753,@MathieuTO My neighbour is fond of loud Nickelback.,neutral
34745,buy one of my shirts at http://www.districtlines.com/revertfashion you know you want to,neutral
19505,"@djflykid Ooooh, boo!  We only see each other at the bar (at @titusofalltime's well) or miss each other! I'll make a pt of stopping by! ;)",sadness
32300,I just watched my favorite movie &quot;A Walk to Remember&quot; its so romantic and sad i just love it,sadness
2292,"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can't keep from falling for him",hate
14538,ug i think i blew my phone interview  i like them!,worry
25606,Artwork for the single is now up  woooot woooot!!!,relief
18942,Golfing ended early,worry
27424,@sroxy good morning...did you break 5 digits yet?,empty
7321,@larrygadea  but I'm sure you'll find a new set of challenges at twitter. Best of luck.,worry
14058,I had 2 hoes .. now I have none,sadness
1460,@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,happiness
17595,Waiting to put my story about Stereo Skyline up. Don't know where to put it. BOOOO,worry
19611,@lusid2029 I will let you know as soon as I figure it out... sorry about the mix up; i was supposed to get off work an hour ago,surprise
6640,@stacey79 that sucks - I'm still hungry and sucked down my food.,worry
35881,@stanlopez awesome..am headin there that nite after my grad dinner  c u then boi! hehe,fun
29230,@santojay They assume you won't be able to afford traveling anymore now that you've got a contract with them,sadness
14172,why on twitter does no one talk 2 me i know your all celebs and i'm nt but it's nice to be spoken to once in a while,sadness
37599,@FindingCeej hala! you're finally here,happiness
27327,@xxAnixx whahahah thank you,neutral
21621,@devinjay oh just referring to our lil exchange on LJ with regards to twitter archive postings.,neutral
28845,Happy mothers day to all the mothers out there!,worry
32062,@oharris69 JUST like to clarify that I am a unable to acc. review vibrators as have not testrun any. *not an invitaiton for freebies,worry
16661,is not looking forward to returning to reality tomorrow.,worry
18427,ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again,worry
8284,maths seriously hate me.,worry
1411,jessie has gone away 4 the weekend!! I miss her already,worry
27636,@besufern @sillywhitney @lautore someone tell @jasonekim if he wants help with the bus to just lemme know.   he no follow me.,neutral
23294,"@joshroyse Josh  Excuse me, but, at what time is it going to begin?",neutral
25664,@photogoat cool photo  is that outside your place?,neutral
11708,This day will pass slowly.  All of these days will.  RAWR!!!!  ...,worry
20080,New @shackletonmusic single bought! It is awesome!! Well done boys!,happiness
18130,i have a headache,worry
20723,@ameliafell we realise this,neutral
20755,I like airports.  I can't fucking wait until friday! I want it to be friday right freakin now!,enthusiasm
3031,@cutiemoet i noe... bt i jus cant help it.....,worry
19006,i think that i'm the only 1 on!!!,empty
30886,"now the party begins  prob wont be tweeting again tonight even tho im guessing we'll be up for hours, gnight everyone",worry
23183,@Remy_Foster I did about 6 once,empty
15674,I'm soooooooo hungry right now. DH is still not home.,worry
27654,"@DeezyG But Chevy &amp; Chrysler may soon be owned by the Italians, and they're not Communist",empty
2919,"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!",fun
1321,Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won't deliver to Zimbabwe,enthusiasm
19625,shit....game starts in 30 min!!,worry
5280,"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore",happiness
15580,"whats wrong with you, my sweet laptop!!!!!!",worry
28039,@RaviKapoor Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,neutral
31214,"Ok, time for bed. Good night Twitter",relief
23693,Having a wonderful piece of cake for lunch - what else could I want???,happiness
9132,Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh,hate
20234,"@ravenousraven check out her new song &quot;sentimental, wat-a-joke-ental&quot; she's a fren  www.last.fm/music/marple+meg",neutral
11651,all alone for the weekend!,happiness
1672,Stuck in some shitty traffic! This day is going to be crap,sadness
22214,"Great day yesterday. Good win for Forest, some celebratory 'staying up' drinks, a trip to an unsuccesful bbq and ï¿½1.50 Stellas in Scream",worry
34456,juss came backk from Berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?,fun
28676,@johncmayer heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE,love
22634,"@limyh I'm not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",surprise
24415,@jimrhiz last reply  a scholar in US Homeland Security said an ontology was created for it &quot;and everybody hated it[s prescription].&quot;,worry
39074,My Rishloves make me smile: @rishlooband ...,happiness
32788,Happy mama's day to all the mamas.,happiness
9760,"@GirlUSoCrazy lol girl I cannot stop!!! I am a student, I can't afford $14 a pop eyeshadows. But I am so hooked",happiness
15758,The VP is gone...so why am I getting a headache?    Time to have some coffee and fight it off. #migraine #ohnoyoudidnt,relief
2179,Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.,sadness
8151,i have an ipod nano i never use.tut for the love of all things Apple,love
1749,"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it's toll on the reefs.",worry
9385,Just got home from work.. My feet are killing me,sadness
35658,Almost dere  really tired eyes r really dry,neutral
22604,ATL to NJ....almost home,neutral
24968,Happy Star Wars Day!!!,happiness
21834,"@DJ71 they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos",neutral
30263,Please visit http://vzerohost.com/info and sign up to alpha test a image hosting service!,neutral
5692,I sunburnt through factor 30,surprise
30239,mine too &lt;3,love
36335,"@LCFLORIDA @JPMizDELiCiOUS Lets change this S0ulja B0y te|| em trending topic to, &quot;Soulja  Girl Told em&quot;",neutral
13394,@TwitMUGSHOT I'm like so upset with you.. haha.. you never told me the 411..,love
38305,"@TaurinH I agree, it truly is the coolest/best thing I do everyday. I definitely wouldn't trade it for anything. Dads FTW!",fun
11481,@2Mbs: to triste,sadness
6869,@MrsWilliams @Timperator fï¿½hlt sich ganz so an #montezuma #iphone,sadness
18733,Just saw the Toy Story 3 trailer! It's about to get EPIC! Woody taking L's once again,neutral
29849,http://twitpic.com/4w67k - Camping at black butte lake,neutral
16096,no new episodes for hitman reborn yet,neutral
33606,@ousooner44 &quot;They&quot; being the husband or the girl?,neutral
35253,@JoelMadden how long did it take you to learn the song,neutral
26190,About to go eat breakfast at jay jays cafe with my one and only,neutral
19574,@DonnieWahlberg what if we are in England?  x,empty
37301,"@blade376 hermits, such as myself, like to stay in",neutral
633,"@bigyahu no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",worry
17721,@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me.,sadness
9248,Tasha's really bad haircut. She's being treated for skin cancer and is shaved from neck to tail.  http://twitpic.com/671zy,worry
804,@letsgeticecream I miss you!  Come to Michigan like now....I can't wait till July,worry
